                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.2898,                  2.609,                 1.2154,                  0.471,                0.67751,                0.53422,                0.36574,                0.98847,                 1.9764,                 1.1376,               0.066985,             0.00016591,             0.00016591
                      1,                  1.237,                 1.3755,                 1.1932,                0.57721,                0.77294,                0.71231,                0.50309,                0.93678,                 1.5267,                 1.1006,               0.033816,             0.00033036,             0.00033036
                      2,                 1.1922,                 1.0858,                 1.1607,                0.71483,                0.80055,                0.83493,                 0.5882,                0.90221,                 1.2237,                 1.0917,             0.00064479,             0.00049259,             0.00049259
                      3,                 1.1533,                0.95771,                 1.1422,                0.73671,                0.84041,                 0.8515,                0.61098,                0.87085,                0.99549,                 1.0682,                0.00049,                0.00049,                0.00049
                      4,                 1.1328,                0.87518,                 1.1276,                0.72266,                0.84196,                0.82819,                0.60245,                0.86394,                0.90075,                 1.0648,                0.00049,                0.00049,                0.00049
                      5,                 1.0947,                0.81268,                 1.1103,                0.73583,                0.83286,                0.83231,                0.61465,                0.86486,                0.90469,                 1.0617,             0.00048667,             0.00048667,             0.00048667
                      6,                 1.0769,                0.76778,                 1.1069,                 0.7338,                0.84267,                0.83087,                0.61597,                0.85249,                 0.8834,                 1.0543,             0.00048334,             0.00048334,             0.00048334
                      7,                 1.0703,                0.75557,                 1.0991,                0.76648,                0.82334,                0.83083,                 0.6151,                0.84911,                0.92397,                 1.0574,             0.00048001,             0.00048001,             0.00048001
                      8,                 1.0533,                0.71367,                 1.0858,                0.75678,                0.85562,                0.84049,                0.61364,                0.83798,                0.85818,                 1.0531,             0.00047668,             0.00047668,             0.00047668
                      9,                 1.0298,                0.69503,                 1.0841,                0.76614,                 0.8314,                0.83881,                0.61735,                0.83796,                0.81149,                 1.0524,             0.00047335,             0.00047335,             0.00047335
                     10,                  1.022,                0.70692,                 1.0828,                0.72581,                0.86157,                0.83878,                0.61957,                0.83439,                 0.8514,                 1.0498,             0.00047001,             0.00047001,             0.00047001
                     11,                 1.0338,                0.67326,                  1.073,                 0.7827,                0.88624,                0.84873,                0.63061,                0.82759,                0.83812,                 1.0463,             0.00046668,             0.00046668,             0.00046668
                     12,                 1.0251,                0.66954,                 1.0726,                0.74784,                0.88069,                0.84538,                0.63316,                0.81467,                0.83024,                 1.0438,             0.00046335,             0.00046335,             0.00046335
                     13,                 1.0125,                0.65452,                 1.0661,                0.78391,                0.80948,                0.83045,                0.62687,                0.81421,                0.82564,                 1.0468,             0.00046002,             0.00046002,             0.00046002
                     14,                 1.0102,                0.64865,                 1.0709,                0.76352,                0.85225,                0.82806,                0.62819,                 0.8153,                  0.823,                 1.0464,             0.00045669,             0.00045669,             0.00045669
                     15,                0.98091,                 0.6158,                 1.0644,                0.80201,                0.82322,                 0.8396,                0.63831,                0.81478,                0.84074,                 1.0406,             0.00045336,             0.00045336,             0.00045336
                     16,                 1.0178,                0.64597,                 1.0734,                0.74922,                0.85604,                0.82556,                0.63391,                0.80797,                 0.8602,                 1.0387,             0.00045003,             0.00045003,             0.00045003
                     17,                0.96878,                0.61266,                 1.0564,                0.78586,                0.83466,                0.82688,                0.63146,                0.79977,                0.82048,                 1.0391,             0.00044669,             0.00044669,             0.00044669
                     18,                 0.9819,                0.61312,                 1.0523,                  0.759,                0.86577,                0.81591,                 0.6231,                 0.7963,                0.86345,                 1.0374,             0.00044336,             0.00044336,             0.00044336
                     19,                0.96868,                 0.5943,                 1.0567,                0.78935,                 0.8444,                0.83956,                0.63286,                0.81042,                0.81024,                 1.0426,             0.00044003,             0.00044003,             0.00044003
                     20,                0.95494,                0.57439,                 1.0437,                0.77531,                0.85971,                0.83251,                0.62713,                0.81364,                0.83636,                 1.0494,              0.0004367,              0.0004367,              0.0004367
                     21,                0.96642,                0.58728,                 1.0505,                0.79075,                0.83745,                0.82298,                0.62129,                 0.8112,                 0.8594,                 1.0454,             0.00043337,             0.00043337,             0.00043337
                     22,                0.97384,                0.59896,                 1.0488,                0.74427,                0.88584,                 0.8456,                0.65018,                0.81165,                0.84234,                 1.0494,             0.00043003,             0.00043003,             0.00043003
                     23,                0.95032,                0.56337,                 1.0422,                0.73496,                0.85106,                0.81507,                0.62599,                0.80604,                0.86291,                 1.0487,              0.0004267,              0.0004267,              0.0004267
                     24,                0.94105,                0.57566,                 1.0391,                0.77345,                0.85516,                 0.8272,                 0.6274,                0.80394,                0.82494,                 1.0505,             0.00042337,             0.00042337,             0.00042337
                     25,                0.93526,                0.57973,                 1.0416,                0.77858,                0.84762,                 0.8239,                0.62634,                0.79398,                 0.8678,                 1.0424,             0.00042004,             0.00042004,             0.00042004
                     26,                0.93421,                0.57455,                  1.042,                0.74914,                0.89307,                0.81455,                0.62638,                0.79678,                0.89827,                 1.0296,             0.00041671,             0.00041671,             0.00041671
                     27,                0.90425,                0.55601,                 1.0227,                0.77238,                0.85047,                0.82323,                0.63674,                0.78723,                0.86997,                 1.0301,             0.00041338,             0.00041338,             0.00041338
                     28,                0.92864,                0.56287,                 1.0298,                0.73979,                0.86598,                 0.8082,                0.61899,                0.79276,                0.88995,                 1.0398,             0.00041005,             0.00041005,             0.00041005
                     29,                 0.9136,                0.54512,                 1.0238,                0.74411,                0.86081,                0.81013,                0.61868,                0.79226,                0.90644,                 1.0426,             0.00040671,             0.00040671,             0.00040671
                     30,                0.90257,                 0.5332,                 1.0194,                0.76655,                0.84169,                0.82828,                0.63671,                0.79649,                0.87424,                 1.0468,             0.00040338,             0.00040338,             0.00040338
                     31,                0.91053,                0.54289,                 1.0232,                0.76009,                0.86635,                0.81837,                0.62337,                0.79179,                0.88531,                 1.0433,             0.00040005,             0.00040005,             0.00040005
                     32,                0.89955,                0.54315,                 1.0139,                0.71722,                0.90401,                0.81807,                0.62058,                0.77646,                0.90227,                  1.038,             0.00039672,             0.00039672,             0.00039672
                     33,                0.90598,                 0.5353,                 1.0123,                0.74613,                0.85126,                0.83016,                0.64184,                0.76663,                0.90618,                   1.03,             0.00039339,             0.00039339,             0.00039339
                     34,                0.91295,                0.53221,                 1.0344,                0.77961,                0.84908,                0.82546,                 0.6437,                0.76752,                0.86032,                 1.0334,             0.00039005,             0.00039005,             0.00039005
                     35,                 0.9021,                 0.5315,                 1.0228,                0.74666,                0.84594,                0.82474,                0.63942,                0.77402,                0.87864,                 1.0455,             0.00038672,             0.00038672,             0.00038672
                     36,                 0.8846,                0.51531,                 1.0109,                0.75306,                 0.8617,                0.81583,                0.62825,                0.77364,                0.87439,                 1.0426,             0.00038339,             0.00038339,             0.00038339
                     37,                 0.8735,                 0.5087,                 1.0078,                0.74615,                0.87797,                0.81908,                 0.6314,                0.78015,                0.90877,                 1.0409,             0.00038006,             0.00038006,             0.00038006
                     38,                0.85062,                0.50623,                 1.0039,                0.77281,                0.85589,                0.82536,                 0.6391,                0.77317,                0.89441,                 1.0444,             0.00037673,             0.00037673,             0.00037673
                     39,                0.88495,                0.51719,                 1.0107,                0.73763,                0.86677,                0.79676,                0.61731,                0.77316,                0.92113,                 1.0349,              0.0003734,              0.0003734,              0.0003734
                     40,                0.85797,                0.50906,                  1.003,                0.76353,                0.89447,                0.83595,                0.63661,                0.77859,                0.88801,                 1.0434,             0.00037006,             0.00037006,             0.00037006
                     41,                0.86559,                0.50665,                 1.0068,                0.78276,                0.90938,                0.83062,                 0.6317,                0.78211,                0.89271,                 1.0431,             0.00036673,             0.00036673,             0.00036673
                     42,                0.84376,                0.49771,                 1.0023,                0.74797,                0.85225,                0.83043,                0.64096,                0.77887,                0.88415,                 1.0295,              0.0003634,              0.0003634,              0.0003634
                     43,                0.85232,                0.50229,                 1.0097,                0.73901,                0.89245,                0.82247,                0.64199,                0.76725,                0.90236,                 1.0312,             0.00036007,             0.00036007,             0.00036007
                     44,                0.85365,                 0.4911,                0.99816,                0.76662,                0.84312,                0.81003,                0.62914,                0.77722,                0.87674,                 1.0421,             0.00035674,             0.00035674,             0.00035674
                     45,                0.83646,                0.48862,                 1.0049,                0.73952,                0.89654,                0.79942,                0.60749,                 0.7763,                0.88384,                 1.0526,             0.00035341,             0.00035341,             0.00035341
                     46,                0.85934,                0.49679,                 1.0007,                0.74922,                0.86088,                0.80547,                0.62201,                0.75563,                0.88999,                 1.0346,             0.00035007,             0.00035007,             0.00035007
                     47,                0.85616,                 0.4893,                0.99026,                0.73996,                0.86153,                0.79164,                0.61284,                0.76456,                0.91559,                  1.042,             0.00034674,             0.00034674,             0.00034674
                     48,                0.82184,                0.47601,                0.99652,                0.75149,                0.86682,                0.80285,                0.62464,                0.74877,                0.86582,                 1.0212,             0.00034341,             0.00034341,             0.00034341
                     49,                0.83536,                 0.4892,                0.98823,                0.75413,                0.87779,                0.80637,                0.62357,                0.76619,                0.91079,                 1.0246,             0.00034008,             0.00034008,             0.00034008
                     50,                0.82771,                0.47529,                0.98947,                0.73053,                0.87729,                0.81623,                0.62873,                0.75149,                 0.9128,                  1.027,             0.00033675,             0.00033675,             0.00033675
                     51,                0.81951,                0.47368,                0.98605,                 0.7532,                0.85942,                0.81126,                0.62426,                0.76498,                0.89959,                 1.0341,             0.00033342,             0.00033342,             0.00033342
                     52,                0.82859,                0.47538,                0.98524,                0.76463,                0.84845,                0.80497,                0.62079,                0.76559,                0.93375,                 1.0368,             0.00033008,             0.00033008,             0.00033008
                     53,                0.81097,                0.46354,                0.97715,                0.76473,                0.87643,                0.81254,                0.62816,                 0.7517,                0.90016,                 1.0375,             0.00032675,             0.00032675,             0.00032675
                     54,                0.81021,                0.46944,                0.98592,                0.77435,                 0.8611,                 0.8194,                 0.6313,                0.74617,                0.90228,                 1.0359,             0.00032342,             0.00032342,             0.00032342
                     55,                0.81812,                0.47753,                0.98321,                0.78422,                0.86321,                0.82567,                 0.6374,                0.74684,                0.90044,                  1.037,             0.00032009,             0.00032009,             0.00032009
                     56,                0.81748,                0.47844,                0.98453,                 0.7728,                0.86705,                0.81309,                0.62957,                0.74404,                0.91754,                 1.0298,             0.00031676,             0.00031676,             0.00031676
                     57,                0.80816,                0.46471,                0.98403,                0.77318,                0.87577,                0.82673,                 0.6363,                0.74064,                0.88784,                 1.0306,             0.00031343,             0.00031343,             0.00031343
                     58,                0.80245,                0.46243,                0.97967,                0.75154,                0.89682,                0.82021,                0.62633,                0.74295,                0.93151,                 1.0401,              0.0003101,              0.0003101,              0.0003101
                     59,                0.80347,                0.47273,                0.98532,                0.75231,                0.87856,                0.81355,                0.62479,                0.74801,                0.93571,                 1.0459,             0.00030676,             0.00030676,             0.00030676
                     60,                0.79794,                0.47764,                0.99046,                0.73742,                 0.9094,                0.81779,                0.62953,                0.75637,                0.90282,                 1.0481,             0.00030343,             0.00030343,             0.00030343
                     61,                 0.7769,                0.45621,                0.96691,                0.76121,                0.86466,                0.81047,                0.62517,                 0.7562,                0.89714,                 1.0499,              0.0003001,              0.0003001,              0.0003001
                     62,                 0.7902,                0.46535,                 0.9746,                0.75245,                0.87534,                0.80557,                0.61373,                0.75854,                0.91845,                 1.0483,             0.00029677,             0.00029677,             0.00029677
                     63,                0.78239,                0.45182,                0.96311,                0.76293,                0.88341,                0.82696,                0.64153,                0.75674,                 0.8599,                 1.0479,             0.00029344,             0.00029344,             0.00029344
                     64,                0.76835,                 0.4531,                0.97403,                0.78242,                0.86373,                0.83372,                 0.6416,                0.76027,                0.92326,                 1.0514,             0.00029011,             0.00029011,             0.00029011
                     65,                0.77924,                0.45251,                0.97457,                 0.7523,                 0.8675,                0.82829,                0.63695,                0.75078,                 0.9386,                  1.039,             0.00028677,             0.00028677,             0.00028677
                     66,                0.77938,                0.44728,                0.97824,                0.71236,                0.89071,                0.81057,                0.62923,                0.73814,                 0.9297,                 1.0315,             0.00028344,             0.00028344,             0.00028344
                     67,                0.77719,                0.44859,                0.97333,                0.75778,                0.82871,                 0.7963,                0.62322,                0.73077,                0.90508,                 1.0268,             0.00028011,             0.00028011,             0.00028011
                     68,                0.77634,                0.44668,                0.97257,                0.76124,                0.86374,                0.80059,                0.62477,                 0.7323,                0.91475,                 1.0337,             0.00027678,             0.00027678,             0.00027678
                     69,                0.78626,                0.45295,                0.98187,                0.77736,                0.83968,                 0.8116,                0.62824,                0.72513,                0.89067,                 1.0251,             0.00027345,             0.00027345,             0.00027345
                     70,                0.78921,                0.45153,                0.97532,                 0.7687,                0.86991,                0.82186,                0.63963,                0.72505,                0.90904,                 1.0317,             0.00027012,             0.00027012,             0.00027012
                     71,                 0.7751,                0.44847,                0.97019,                0.77958,                0.84149,                0.81627,                0.63219,                0.72381,                0.89954,                 1.0338,             0.00026678,             0.00026678,             0.00026678
                     72,                0.77038,                0.44039,                0.97683,                 0.7377,                0.88393,                0.82158,                0.63265,                0.72306,                0.94985,                 1.0309,             0.00026345,             0.00026345,             0.00026345
